"","FID","Year.x","CY","pixFAV","pixSAV","pixWat","percFAV","percSAV","percWat","spr1cy","spr2cy","spr3cy","pszsav","pszfav","uniqueID","SprTtlYrs","Orig_FID","Habitat","Stratum","index","SprayPolyAreaM2","Latitude","Longitude","RID","DBWsiteAreaM2","yr_corr","yr_rid","ttlX24D","ttlGlyph","cnt.rws","Year.y","AggHabitat","AggStratum"
"2654",335,"2016",3,179,423,718,0.135606060606061,0.320454545454545,0.543939393939394,0,0,0,2325,2018.75,"335_2016",11,338,"SlowShallows","SouthwestDelta",2654,15200.17,37.998237,-121.509784,65,2274489.69,"2016","2016_65",4,1,2,2016,"SlowShallows","SouthwestDelta"
"2655",336,"2016",3,181,560,825,0.115581098339719,0.357598978288633,0.526819923371648,0,0,0,3087.5,1468.75,"336_2016",10,339,"SlowShallows","SouthwestDelta",2655,17523.97,37.997098,-121.508995,65,2274489.69,"2016","2016_65",4,1,2,2016,"SlowShallows","SouthwestDelta"
"2656",337,"2016",3,57,1069,1583,0.0210409745293466,0.394610557401255,0.584348468069398,0,0,0,4506.25,4100,"337_2016",12,340,"Channel","SouthwestDelta",2656,33581.34,37.999502,-121.511043,65,2274489.69,"2016","2016_65",4,1,2,2016,"Channel","SouthwestDelta"
"2657",338,"2016",3,591,3800,1967,0.0929537590437244,0.597672223969802,0.309374016986474,0,0,0,19300,5600,"338_2016",10,341,"SlowShallows","SouthwestDelta",2657,54044.03,38.007717,-121.512438,68,1119203.19,"2016","2016_68",0,5.5,2,2016,"SlowShallows","SouthwestDelta"
"2658",339,"2016",3,36,3300,581,0.00919070717385754,0.842481490936942,0.148327801889201,0,0,0,13093.75,1793.75,"339_2016",9,342,"SlowShallows","SouthwestDelta",2658,35670.57,38.009275,-121.511338,68,1119203.19,"2016","2016_68",0,5.5,2,2016,"SlowShallows","SouthwestDelta"
"2659",361,"2016",0,7166,603,0,0.922383833183164,0.0776161668168361,0,0,0,0,10231.25,38568.75,"361_2016",0,364,"FloodedIsland","CacheSlLibertyIs",2659,114733.83,38.320025,-121.679517,275,930733.51,"2016","2016_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2660",362,"2016",0,10709,1473,888,0.819357306809487,0.112700841622035,0.0679418515684774,0,0,0,17231.25,50725,"362_2016",0,365,"FloodedIsland","CacheSlLibertyIs",2660,143117.55,38.308571,-121.682799,270,6970384.44,"2016","2016_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2661",363,"2016",0,6373,2470,96,0.712943282246336,0.27631726143864,0.0107394563150241,0,0,0,17550,34806.25,"363_2016",0,366,"FloodedIsland","CacheSlLibertyIs",2661,88266.77,38.300962,-121.683447,270,6970384.44,"2016","2016_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2662",370,"2016",5,739,3111,4680,0.0866354044548652,0.364712778429074,0.548651817116061,0,0,0,26643.75,3118.75,"370_2016",13,373,"SlowShallows","SoutheastDelta",2662,84138.17,38.074634,-121.467806,39,856625.28,"2016","2016_39",8.25,1.5,3,2016,"SlowShallows","SoutheastDelta"
"2663",371,"2016",5,1087,2400,1508,0.217617617617618,0.48048048048048,0.301901901901902,0,0,0,12643.75,5656.25,"371_2016",14,374,"Channel","SoutheastDelta",2663,45828.48,38.104979,-121.491441,40,488482.44,"2016","2016_40",0,4.5,1,2016,"Channel","SoutheastDelta"
"2664",372,"2016",1,101,2409,5040,0.0133774834437086,0.319072847682119,0.667549668874172,0,0,0,16106.25,6900,"372_2016",10,375,"Channel","SoutheastDelta",2664,64431.12,38.089507,-121.525378,43,813851.11,"2016","2016_43",1,0,1,2016,"Channel","SoutheastDelta"
"2665",373,"2016",5,4204,2968,10534,0.237433638314696,0.167626793177454,0.59493956850785,0,0,0,25025,25531.25,"373_2016",13,376,"Channel","SoutheastDelta",2665,190498.21,38.083999,-121.542663,44,1119197.47,"2016","2016_44",1.75,0,1,2016,"Channel","SoutheastDelta"
"2666",374,"2016",3,4774,2388,7871,0.317568017029202,0.15885052883656,0.523581454134238,0,0,0,16975,29375,"374_2016",11,377,"Channel","SoutheastDelta",2666,131880.75,38.084754,-121.557787,44,1119197.47,"2016","2016_44",1.75,0,1,2016,"Channel","SoutheastDelta"
"2667",376,"2016",1,327,1168,3264,0.0687119142677033,0.245429712124396,0.685858373607901,0,0,0,8156.25,2850,"376_2016",8,379,"Channel","SoutheastDelta",2667,49469.57,38.088505,-121.534674,43,813851.11,"2016","2016_43",1,0,1,2016,"Channel","SoutheastDelta"
"2668",389,"2016",4,596,3882,4119,0.0693265092474119,0.451552867279283,0.479120623473305,0,0,0,23518.75,10581.25,"389_2016",10,392,"Channel","SouthwestDelta",2668,88370.87,37.972786,-121.510985,60,1096611.75,"2016","2016_60",0,2.4,1,2016,"Channel","SouthwestDelta"
"2669",391,"2016",7,164,1464,3023,0.035261234143195,0.314771016985595,0.64996774887121,0,0,0,12100,10718.75,"391_2016",13,394,"Channel","SouthwestDelta",2669,84912.56,37.959635,-121.529262,59,807797.04,"2016","2016_59",3,0,1,2016,"Channel","SouthwestDelta"
"2670",392,"2016",5,20,3002,2271,0.00377857547704515,0.567164179104478,0.429057245418477,0,0,0,5756.25,5818.75,"392_2016",10,395,"Channel","SouthwestDelta",2670,46006.15,37.976356,-121.533872,66,862813.09,"2016","2016_66",2,4.5,2,2016,"Channel","SouthwestDelta"
"2671",393,"2016",5,1036,1961,4842,0.132159714249266,0.250159459114683,0.617680826636051,0,0,0,15137.5,20293.75,"393_2016",11,396,"Channel","SouthwestDelta",2671,78583.4,37.983554,-121.531368,67,1913096.72,"2016","2016_67",0,12.5,3,2016,"Channel","SouthwestDelta"
"2672",394,"2016",2,279,1336,3645,0.053041825095057,0.253992395437262,0.692965779467681,0,0,0,5850,10437.5,"394_2016",11,397,"Channel","SouthwestDelta",2672,48175.99,37.999288,-121.524792,67,1913096.72,"2016","2016_67",0,12.5,3,2016,"Channel","SouthwestDelta"
"2673",396,"2016",0,5,2491,20713,0.000215433667973631,0.107329053384463,0.892455512947563,1,0,0,12118.75,6456.25,"396_2016",5,399,"Channel","SouthwestDelta",2673,222616.18,37.971136,-121.492106,60,1096611.75,"2016","2016_60",0,2.4,1,2016,"Channel","SouthwestDelta"
"2674",397,"2016",0,3760,2931,1080,0.483850212327886,0.377171535194956,0.138978252477159,0,2,0,22568.75,13687.5,"397_2016",12,400,"Channel","SouthwestDelta",2674,75309.23,37.975509,-121.595034,97,476532.83,"2016","2016_97",0,3,2,2016,"Channel","SouthwestDelta"
"2675",399,"2016",9,0,5386,5923,0,0.476257847731895,0.523742152268105,0,0,0,9900,11431.25,"399_2016",14,402,"SlowShallows","SoutheastDelta",2675,136267.13,37.977391,-121.374484,10,927682.21,"2016","2016_10",0,0.5,1,2016,"SlowShallows","SoutheastDelta"
"2676",400,"2016",2,2577,4727,8113,0.167153142634754,0.306609586819744,0.526237270545502,0,0,0,26968.75,25175,"400_2016",11,403,"Channel","SouthwestDelta",2676,129969.05,37.993286,-121.576942,99,1889214.5,"2016","2016_99",1,0,1,2016,"Channel","SouthwestDelta"
"2677",401,"2016",1,1660,1721,4461,0.211680693700587,0.219459321601632,0.568859984697781,0,0,0,12643.75,13212.5,"401_2016",5,404,"SlowShallows","SouthwestDelta",2677,65444.2,37.993653,-121.578267,99,1889214.5,"2016","2016_99",1,0,1,2016,"SlowShallows","SouthwestDelta"
"2678",402,"2016",1,1109,595,2988,0.236359761295823,0.126811594202899,0.636828644501279,0,0,0,7012.5,7631.25,"402_2016",10,405,"Channel","SouthwestDelta",2678,36723.75,37.997921,-121.575387,99,1889214.5,"2016","2016_99",1,0,1,2016,"Channel","SouthwestDelta"
"2679",403,"2016",2,1599,593,2161,0.367332873880083,0.136227888812313,0.496439237307604,0,0,0,6931.25,10143.75,"403_2016",10,406,"SlowShallows","SouthwestDelta",2679,48520.61,37.990182,-121.576558,99,1889214.5,"2016","2016_99",1,0,1,2016,"SlowShallows","SouthwestDelta"
"2680",404,"2016",1,7182,2814,0,0.718487394957983,0.281512605042017,0,0,0,0,22468.75,42025,"404_2016",10,407,"FloodedIsland","SouthwestDelta",2680,76571.94,38.002263,-121.576267,99,1889214.5,"2016","2016_99",1,0,1,2016,"FloodedIsland","SouthwestDelta"
"2681",405,"2016",0,3,837,2224,0.00097911227154047,0.273172323759791,0.725848563968668,1,0,0,6475,1393.75,"405_2016",11,408,"Channel","SoutheastDelta",2681,28427.21,38.015255,-121.457942,13,1804608.06,"2016","2016_13",4,4.75,2,2016,"Channel","SoutheastDelta"
"2682",406,"2016",0,2230,2137,3091,0.299007776883883,0.286537945829981,0.414454277286136,1,0,0,8537.5,12756.25,"406_2016",10,409,"SlowShallows","LowerSJRiver",2682,67886.51,38.021582,-121.709157,113,385525.84,"2016","2016_113",NA,NA,NA,NA,"SlowShallows","LowerSJRiver"
"2683",407,"2016",0,109,828,2041,0.0366017461383479,0.278038952316991,0.685359301544661,1,0,0,3968.75,1637.5,"407_2016",9,410,"Channel","LowerSJRiver",2683,23083.38,38.020628,-121.687685,113,385525.84,"2016","2016_113",NA,NA,NA,NA,"Channel","LowerSJRiver"
"2684",408,"2016",0,616,1850,1849,0.142757821552723,0.428736964078795,0.428505214368482,0,1,0,15837.5,2037.5,"408_2016",9,411,"Channel","SouthwestDelta",2684,35034.07,38.025825,-121.507053,15,2480455.72,"2016","2016_15",3,0,1,2016,"Channel","SouthwestDelta"
"2685",409,"2016",0,914,1088,4197,0.147443135989676,0.175512179383772,0.677044684626553,0,1,0,6456.25,8850,"409_2016",8,412,"Channel","SouthwestDelta",2685,44826.68,38.03101,-121.523264,69,1216046.95,"2016","2016_69",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2686",410,"2016",0,876,4188,5301,0.0845151953690304,0.404052098408104,0.511432706222865,4,0,0,25168.75,8893.75,"410_2016",11,413,"Channel","SouthwestDelta",2686,84267.58,38.034867,-121.522638,69,1216046.95,"2016","2016_69",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2687",411,"2016",0,377,7192,9229,0.0224431479938088,0.428146207881891,0.549410644124301,1,0,0,24950,15825,"411_2016",6,414,"Channel","SouthwestDelta",2687,121584.97,38.040121,-121.528052,16,3742966.2,"2016","2016_16",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2688",412,"2016",0,4515,1739,0,0.721937959705788,0.278062040294212,0,0,1,0,13368.75,22425,"412_2016",9,415,"FloodedIsland","LowerSJRiver",2688,65683.19,38.046338,-121.529172,16,3742966.2,"2016","2016_16",NA,NA,NA,NA,"FloodedIsland","LowerSJRiver"
"2689",413,"2016",0,2529,763,5550,0.286021262157883,0.0862926939606424,0.627686043881475,0,0,0,12687.5,24825,"413_2016",3,416,"Channel","SouthwestDelta",2689,85106.81,38.030805,-121.569092,101,1796195.6,"2016","2016_101",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2690",414,"2016",0,230,316,3068,0.0636413945766464,0.0874377421140011,0.848920863309353,0,0,0,3556.25,10575,"414_2016",4,417,"Channel","SouthwestDelta",2690,36556.87,38.034388,-121.569449,101,1796195.6,"2016","2016_101",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2691",415,"2016",0,279,576,5817,0.0418165467625899,0.0863309352517986,0.871852517985611,0,0,0,2450,6925,"415_2016",5,418,"Channel","SouthwestDelta",2691,66002.76,38.028009,-121.562783,101,1796195.6,"2016","2016_101",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2692",416,"2016",0,688,311,1722,0.252848217567071,0.114296214626975,0.632855567805954,0,0,0,4450,11156.25,"416_2016",6,419,"Channel","SouthwestDelta",2692,29837.71,38.02171,-121.55904,101,1796195.6,"2016","2016_101",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2693",417,"2016",0,1340,703,2320,0.307128122851249,0.161127664451066,0.531744212697685,1,0,0,6218.75,15900,"417_2016",6,420,"Channel","SouthwestDelta",2693,31594.28,38.042597,-121.578759,103,1247251.46,"2016","2016_103",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2694",418,"2016",0,2036,1820,1914,0.352859618717504,0.315424610051993,0.331715771230503,1,0,0,10425,20168.75,"418_2016",6,421,"Channel","SouthwestDelta",2694,49853.92,38.034959,-121.579146,103,1247251.46,"2016","2016_103",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2695",419,"2016",16,857,1382,13,0.380550621669627,0.613676731793961,0.00577264653641208,0,0,0,7637.5,5000,"419_2016",15,422,"Channel","SoutheastDelta",2695,18222.18,38.044507,-121.391731,31,322723.87,"2016","2016_31",6,15.5,7,2016,"Channel","SoutheastDelta"
"2696",420,"2016",0,8005,5546,20854,0.232669670106089,0.161197500363319,0.606132829530591,0,0,0,31618.75,52800,"420_2016",6,423,"Channel","LowerSJRiver",2696,280706.65,38.070773,-121.682654,23,3367096.75,"2016","2016_23",NA,NA,NA,NA,"Channel","LowerSJRiver"
"2697",421,"2016",0,3063,2407,10602,0.190579890492782,0.14976356396217,0.659656545545047,0,0,0,29700,30112.5,"421_2016",5,424,"Channel","LowerSJRiver",2697,140971.51,38.092352,-121.668976,21,4992557.19,"2016","2016_21",NA,NA,NA,NA,"Channel","LowerSJRiver"
"2698",422,"2016",0,5647,2124,4900,0.445663325704364,0.167626864493726,0.38670980980191,1,0,0,10162.5,24581.25,"422_2016",9,425,"Channel","SouthwestDelta",2698,133434.9,38.081584,-121.647991,106,425902.21,"2016","2016_106",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2699",423,"2016",0,820,2082,7443,0.0792653455775737,0.201256645722571,0.719478008699855,1,0,0,10531.25,21725,"423_2016",7,426,"Channel","SouthwestDelta",2699,75183.27,38.069858,-121.58037,104,850987.45,"2016","2016_104",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2700",424,"2016",0,3127,6988,6052,0.193418692398095,0.432238510546174,0.374342797055731,1,0,0,23568.75,34887.5,"424_2016",11,427,"Channel","SouthwestDelta",2700,120206.06,38.067091,-121.578048,104,850987.45,"2016","2016_104",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2701",425,"2016",0,2629,951,1018,0.57177033492823,0.206829056111353,0.221400608960418,0,0,0,3743.75,26000,"425_2016",8,428,"Channel","LowerSJRiver",2701,43151.56,38.070613,-121.569894,104,850987.45,"2016","2016_104",NA,NA,NA,NA,"Channel","LowerSJRiver"
"2702",426,"2016",0,887,1635,4652,0.123640925564539,0.227906328408141,0.648452746027321,1,0,0,12443.75,8331.25,"426_2016",8,429,"SlowShallows","LowerSJRiver",2702,63025.92,38.06745,-121.563138,17,3408395.2,"2016","2016_17",NA,NA,NA,NA,"SlowShallows","LowerSJRiver"
"2703",427,"2016",0,1416,1734,9581,0.111224569947373,0.136202969130469,0.752572460922158,1,0,0,14481.25,7193.75,"427_2016",9,430,"Channel","LowerSJRiver",2703,111179.01,38.095911,-121.587215,19,3126152.92,"2016","2016_19",NA,NA,NA,NA,"Channel","LowerSJRiver"
"2704",433,"2016",0,1006,5315,8945,0.0658980741517097,0.348159308266737,0.585942617581554,1,0,0,33968.75,24050,"433_2016",1,436,"Channel","CacheSlLibertyIs",2704,119094.16,38.247689,-121.706774,281,539790.55,"2016","2016_281",NA,NA,NA,NA,"Channel","NorthDelta"
"2705",434,"2016",0,642,1084,1317,0.210976010515938,0.356227407163983,0.432796582320079,1,0,0,4718.75,6637.5,"434_2016",3,437,"SlowShallows","CacheSlLibertyIs",2705,28884.86,38.254786,-121.694253,272,1320022.84,"2016","2016_272",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"2706",435,"2016",0,1472,4743,845,0.208498583569405,0.671813031161473,0.119688385269122,1,0,0,9118.75,4112.5,"435_2016",6,438,"FloodedIsland","CacheSlLibertyIs",2706,53505.36,38.266439,-121.668237,267,5786118.91,"2016","2016_267",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2707",437,"2016",2,4103,2656,1617,0.489851957975167,0.317096466093601,0.193051575931232,0,0,0,19950,19806.25,"437_2016",9,440,"DeadendSlough","SouthwestDelta",2707,132103.46,38.005354,-121.678068,112,725929.62,"2016","2016_112",6.5,0,2,2016,"SlowShallows","SouthwestDelta"
"2708",438,"2016",0,6126,1256,1177,0.715737819838766,0.146746115200374,0.13751606496086,0,0,1,7350,22687.5,"438_2016",8,441,"FloodedIsland","LowerSacRiver",2708,88768.21,38.030249,-121.77259,120,4983618.85,"2016","2016_120",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2709",441,"2016",0,252,1916,47,0.113769751693002,0.865011286681716,0.0212189616252822,3,0,0,11250,318.75,"441_2016",11,444,"SlowShallows","SoutheastDelta",2709,44861.75,38.045046,-121.37318,31,322723.87,"2016","2016_31",6,15.5,7,2016,"SlowShallows","SoutheastDelta"
"2710",442,"2016",4,120,3501,549,0.0287769784172662,0.839568345323741,0.131654676258993,0,0,0,20062.5,3425,"442_2016",13,445,"SlowShallows","SoutheastDelta",2710,34680.36,38.045237,-121.448989,32,1348106,"2016","2016_32",2,12.5,5,2016,"SlowShallows","SoutheastDelta"
"2711",443,"2016",4,36,7582,2417,0.00358744394618834,0.755555555555556,0.240857000498256,0,0,0,41237.5,3262.5,"443_2016",14,446,"SlowShallows","SoutheastDelta",2711,89420.75,38.04992,-121.451392,32,1348106,"2016","2016_32",2,12.5,5,2016,"SlowShallows","SoutheastDelta"
"2712",444,"2016",0,3321,7318,2175,0.259169658186359,0.571094115810832,0.169736226002809,0,0,0,53925,20262.5,"444_2016",1,447,"FloodedIsland","SouthwestDelta",2712,90550.61,38.045858,-121.647136,107,782604.31,"2016","2016_107",3,2,3,2016,"FloodedIsland","SouthwestDelta"
"2713",445,"2016",0,432,4816,82,0.0810506566604128,0.903564727954972,0.0153846153846154,0,0,0,32656.25,1481.25,"445_2016",0,448,"FloodedIsland","SouthwestDelta",2713,46897.97,38.048408,-121.63357,105,1822957.28,"2016","2016_105",NA,NA,NA,NA,"FloodedIsland","SouthwestDelta"
"2714",446,"2016",0,206,1955,5471,0.0269916142557652,0.256158280922432,0.716850104821803,0,0,0,11131.25,1450,"446_2016",1,449,"Channel","LowerSJRiver",2714,57437.15,38.041155,-121.493122,15,2480455.72,"2016","2016_15",3,0,1,2016,"Channel","LowerSJRiver"
"2715",447,"2016",0,365,563,2725,0.0999178757185875,0.154119901450862,0.74596222283055,0,0,0,4318.75,8393.75,"447_2016",8,450,"Channel","SouthwestDelta",2715,31028.39,38.065046,-121.581616,104,850987.45,"2016","2016_104",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2716",450,"2016",5,69,1795,4384,0.0110435339308579,0.287291933418694,0.701664532650448,0,0,0,9562.5,4025,"450_2016",13,453,"Channel","SoutheastDelta",2716,52910.81,38.045921,-121.474267,33,547745.97,"2016","2016_33",0,2,2,2016,"Channel","SoutheastDelta"
"2717",451,"2016",0,13120,952,200,0.919282511210762,0.0667040358744395,0.0140134529147982,0,0,0,6406.25,87187.5,"451_2016",0,454,"FloodedIsland","CacheSlLibertyIs",2717,182492.93,38.326775,-121.681886,275,930733.51,"2016","2016_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2718",452,"2016",0,10519,845,48,0.921749036102348,0.0740448650543288,0.00420609884332282,0,0,0,4387.5,70262.5,"452_2016",0,455,"FloodedIsland","CacheSlLibertyIs",2718,121515.29,38.323045,-121.681424,275,930733.51,"2016","2016_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2719",454,"2016",0,2960,1131,583,0.63329054343175,0.241976893453145,0.124732563115105,0,0,0,10737.5,15662.5,"454_2016",0,457,"FloodedIsland","CacheSlLibertyIs",2719,42060.66,38.296682,-121.68438,270,6970384.44,"2016","2016_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2720",455,"2016",0,5433,3243,722,0.578101723771015,0.345073419876569,0.0768248563524154,0,0,0,26906.25,26325,"455_2016",0,458,"FloodedIsland","CacheSlLibertyIs",2720,138794.92,38.298491,-121.687512,270,6970384.44,"2016","2016_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"2721",456,"2016",2,923,2259,9483,0.0728780102645085,0.178365574417687,0.748756415317805,0,0,0,20900,14418.75,"456_2016",10,459,"SlowShallows","SouthwestDelta",2721,116590.51,37.977585,-121.576534,98,948769.45,"2016","2016_98",0,10,1,2016,"SlowShallows","SouthwestDelta"
"2722",457,"2016",0,1105,318,4,0.774351786965662,0.222845129642607,0.0028030833917309,0,0,0,100,7481.25,"457_2016",0,460,"SlowShallows","SoutheastDelta",2722,28382.4,38.036304,-121.482579,14,1686039.45,"2016","2016_14",2.5,0,1,2016,"SlowShallows","SoutheastDelta"
"2723",458,"2016",0,3949,8970,557,0.293039477589789,0.665627782724844,0.0413327396853666,1,0,0,52762.5,31525,"458_2016",2,461,"FloodedIsland","SouthwestDelta",2723,99381.84,38.057925,-121.6191,105,1822957.28,"2016","2016_105",NA,NA,NA,NA,"FloodedIsland","SouthwestDelta"
"2724",459,"2016",0,2496,2962,8190,0.182883939038687,0.217028135990621,0.600087924970692,1,0,0,65993.75,17537.5,"459_2016",3,462,"FloodedIsland","SouthwestDelta",2724,87311.46,38.057662,-121.609109,174,6908412.87,"2016","2016_174",NA,NA,NA,NA,"FloodedIsland","SouthwestDelta"
"2725",460,"2016",0,1212,614,2690,0.268379096545616,0.135961027457927,0.595659875996457,0,1,0,8893.75,6256.25,"460_2016",9,463,"SlowShallows","SouthwestDelta",2725,38689.55,38.028113,-121.580946,102,534225.13,"2016","2016_102",NA,NA,NA,NA,"SlowShallows","SouthwestDelta"
"2726",9,"2017",0,658,1062,1306,0.217448777263714,0.350958360872439,0.431592861863847,0,1,0,6218.75,1475,"9_2017",7,11,"Channel","SouthwestDelta",2726,20197.06,37.964003,-121.603186,96,239442.33,"2017","2017_96",2.5,5,1,2017,"Channel","SouthwestDelta"
"2727",11,"2017",0,630,1663,73,0.266272189349112,0.702874049027895,0.0308537616229924,4,0,0,12437.5,1506.25,"11_2017",11,13,"Channel","SouthwestDelta",2727,17570.37,37.979692,-121.515134,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"Channel","SouthwestDelta"
"2728",12,"2017",3,59,3974,5880,0.00595178049026531,0.400887723191768,0.593160496317966,0,0,0,28575,1943.75,"12_2017",10,14,"FloodedIsland","SouthwestDelta",2728,79470.31,37.973401,-121.535178,59,807797.04,"2017","2017_59",1.5,3.75,2,2017,"FloodedIsland","SouthwestDelta"
"2729",13,"2017",0,255,2387,1885,0.0563286944996687,0.527280759885134,0.416390545615198,4,0,0,14093.75,4418.75,"13_2017",11,15,"Channel","SouthwestDelta",2729,36194.12,37.981034,-121.516036,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"Channel","SouthwestDelta"
"2730",14,"2017",0,48,2549,1541,0.0115998066698888,0.615998066698888,0.372402126631223,2,0,0,15812.5,1256.25,"14_2017",11,16,"SlowShallows","SouthwestDelta",2730,36666.97,37.986748,-121.516002,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"SlowShallows","SouthwestDelta"
"2731",15,"2017",3,163,1783,1129,0.0530081300813008,0.579837398373984,0.367154471544715,0,0,0,12637.5,2593.75,"15_2017",10,17,"SlowShallows","SouthwestDelta",2731,25111.75,37.989673,-121.512993,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"SlowShallows","SouthwestDelta"
"2732",16,"2017",0,21,99,624,0.0282258064516129,0.133064516129032,0.838709677419355,0,0,1,2843.75,6.25,"16_2017",3,18,"SlowShallows","SoutheastDelta",2732,8956.73,37.989107,-121.403732,10,927682.21,"2017","2017_10",0.5,2,2,2017,"SlowShallows","SoutheastDelta"
"2733",18,"2017",4,2658,1267,238,0.638481864040356,0.304347826086957,0.057170309872688,0,0,0,2875,19025,"18_2017",11,20,"SlowShallows","SouthwestDelta",2733,47969.67,37.993898,-121.509958,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"SlowShallows","SouthwestDelta"
"2734",19,"2017",4,633,1294,1024,0.214503558115893,0.438495425279566,0.347001016604541,0,0,0,9393.75,2012.5,"19_2017",11,21,"SlowShallows","SouthwestDelta",2734,26051.18,37.99622,-121.507723,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"SlowShallows","SouthwestDelta"
"2735",20,"2017",2,3068,1380,2396,0.448275862068966,0.201636469900643,0.350087668030392,0,0,0,11118.75,17800,"20_2017",11,22,"Channel","SouthwestDelta",2735,49628.93,37.999033,-121.572255,99,1889214.5,"2017","2017_99",0,8.75,2,2017,"Channel","SouthwestDelta"
"2736",21,"2017",1,395,1224,4812,0.0614212408645623,0.190328098273985,0.748250660861452,0,0,0,18187.5,93.75,"21_2017",12,23,"Channel","SoutheastDelta",2736,53615.25,37.996408,-121.451373,13,1804608.06,"2017","2017_13",7.5,2.5,3,2017,"Channel","SoutheastDelta"
"2737",22,"2017",0,325,5530,4398,0.0316980395981664,0.539354335316493,0.428947625085341,2,0,0,13700,4256.25,"22_2017",12,24,"Channel","SouthwestDelta",2737,73506.91,37.982882,-121.529779,67,1913096.72,"2017","2017_67",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2738",23,"2017",0,22,1067,4986,0.00362139917695473,0.175637860082305,0.820740740740741,1,0,0,7818.75,0,"23_2017",7,25,"Channel","SouthwestDelta",2738,49726,38.003357,-121.527935,67,1913096.72,"2017","2017_67",NA,NA,NA,NA,"Channel","SouthwestDelta"
"2739",24,"2017",0,259,541,1640,0.106147540983607,0.22172131147541,0.672131147540984,2,0,0,2287.5,18.75,"24_2017",6,26,"Channel","SouthwestDelta",2739,21653.38,38.002417,-121.520204,65,2274489.69,"2017","2017_65",0,23.5,5,2017,"Channel","SouthwestDelta"
"2740",25,"2017",4,1767,1091,384,0.545033929673041,0.336520666255398,0.118445404071561,0,0,0,5787.5,11893.75,"25_2017",12,27,"SlowShallows","SouthwestDelta",2740,29673.07,38.00883,-121.550289,100,1212365.58,"2017","2017_100",1,0,1,2017,"SlowShallows","SouthwestDelta"
"2741",26,"2017",3,3265,9823,3129,0.201331935623112,0.605722390084479,0.192945674292409,0,0,0,43706.25,34025,"26_2017",13,28,"DeadendSlough","SouthwestDelta",2741,176537.37,38.007822,-121.669848,112,725929.62,"2017","2017_112",0,6,1,2017,"SlowShallows","SouthwestDelta"
"2742",27,"2017",1,10196,17200,61,0.371344283789198,0.626434060531012,0.00222165567979022,0,0,0,111562.5,50631.25,"27_2017",11,29,"FloodedIsland","LowerSJRiver",2742,295978.68,38.009013,-121.71138,116,851383.56,"2017","2017_116",0,2,1,2017,"FloodedIsland","LowerSJRiver"
"2743",28,"2017",0,280,1972,11174,0.0208550573514077,0.146879189632057,0.832265753016535,0,3,0,39075,118.75,"28_2017",11,30,"Channel","SoutheastDelta",2743,130434.2,38.004894,-121.457961,13,1804608.06,"2017","2017_13",7.5,2.5,3,2017,"Channel","SoutheastDelta"
"2744",29,"2017",1,14631,16202,3106,0.431096968089808,0.477385898229176,0.0915171336810159,0,0,0,97862.5,77268.75,"29_2017",12,31,"FloodedIsland","LowerSJRiver",2744,279922.45,38.01123,-121.723727,116,851383.56,"2017","2017_116",0,2,1,2017,"FloodedIsland","LowerSJRiver"
"2745",30,"2017",17,3262,3310,7742,0.227888780215174,0.231242140561688,0.540869079223138,0,0,0,15350,27700,"30_2017",16,32,"SlowShallows","SouthwestDelta",2745,127122.35,38.010856,-121.556634,100,1212365.58,"2017","2017_100",1,0,1,2017,"SlowShallows","SouthwestDelta"
"2746",31,"2017",0,7890,15881,567,0.324184402991207,0.652518695044786,0.0232969019640069,0,0,0,108862.5,45656.25,"31_2017",9,33,"FloodedIsland","LowerSJRiver",2746,226982.01,38.010251,-121.694198,115,2949574.84,"2017","2017_115",NA,NA,NA,NA,"FloodedIsland","LowerSJRiver"
